,Fuzzy,eyes-papi,ears-leafy,back-green-thorns : reptile-back-06,mouth-zigzag : plant-mouth-04,horn-cerastes : reptile-horn-06,tail-hatsune : plant-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-bookworm,ears-nimo,back-shiitake : plant-back-04,mouth-nut-cracker : beast-mouth-02,horn-little-branch : beast-horn-02,tail-carrot : plant-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-gecko,ears-nimo,back-turnip : plant-back-02,mouth-zigzag : plant-mouth-04,horn-beech : plant-horn-04,tail-tadpole : aquatic-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-confused,ears-nut-cracker,back-balloon : bird-back-02,mouth-peace-maker : bird-mouth-04,horn-little-branch : beast-horn-02,tail-cottontail : beast-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-tricky,ears-rosa,back-garish-worm : bug-back-04,mouth-serious : plant-mouth-02,horn-antenna : bug-horn-04,tail-iguana : reptile-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-confused,ears-red-nimo,back-goldfish : aquatic-back-06,mouth-catfish : aquatic-mouth-04,horn-bamboo-shoot : plant-horn-02,tail-hatsune : plant-tail-06,,16.8725,19.85,29.775
,Normal,eyes-confused,ears-clover,back-ronin : beast-back-02,mouth-mosquito : bug-mouth-02,horn-clamshell : aquatic-horn-06,tail-carrot : plant-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-papi,ears-tiny-fan,back-pink-turnip : plant-back-02,mouth-zigzag : plant-mouth-04,horn-rose-bud : plant-horn-06,tail-iguana : reptile-tail-04,,16.8725,19.85,29.775
,Normal,eyes-confused,ears-clover,back-turnip : plant-back-02,mouth-humorless : plant-mouth-02,horn-unko : reptile-horn-02,tail-tiny-dino : reptile-tail-06,,16.8725,19.85,29.775
,Fuzzy,eyes-crimson-gecko,ears-bubblemaker,back-tri-spikes : reptile-back-04,mouth-lam : aquatic-mouth-02,horn-bamboo-shoot : plant-horn-02,tail-wall-gecko : reptile-tail-02,,16.8725,19.85,29.775
,Normal,eyes-bookworm,ears-early-bird,back-jaguar : beast-back-06,mouth-peace-maker : bird-mouth-04,horn-rose-bud : plant-horn-06,tail-carrot : plant-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-zeal,ears-nimo,back-raven : bird-back-06,mouth-catfish : aquatic-mouth-04,horn-little-branch : beast-horn-02,tail-rice : beast-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-calico-zeal,ears-tiny-fan,back-jaguar : beast-back-06,mouth-goda : beast-mouth-04,horn-clamshell : aquatic-horn-06,tail-fish-snack : bug-tail-06,,16.8725,19.85,29.775
,Normal,eyes-sleepless,ears-beetle-spike,back-hasagi : beast-back-02,mouth-nut-cracker : beast-mouth-02,horn-little-branch : beast-horn-02,tail-feather-fan : bird-tail-04,,16.8725,19.85,29.775
,Normal,eyes-neo,ears-leafy,back-tri-spikes : reptile-back-04,mouth-nut-cracker : beast-mouth-02,horn-merry : beast-horn-06,tail-sakura-cottontail : beast-tail-02,,16.8725,19.85,29.775
,Normal,eyes-gecko,ears-pogona,back-goldfish : aquatic-back-06,mouth-catfish : aquatic-mouth-04,horn-caterpillars : bug-horn-06,tail-shiba : beast-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-confused,ears-innocent-lamb,back-cupid : bird-back-04,mouth-serious : plant-mouth-02,horn-little-branch : beast-horn-02,tail-cottontail : beast-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-sleepless,ears-pink-cheek,back-jaguar : beast-back-06,mouth-toothless-bite : reptile-mouth-02,horn-teal-shell : aquatic-horn-04,tail-cattail : plant-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-zeal,ears-tiny-fan,back-hermit : aquatic-back-02,mouth-lam : aquatic-mouth-02,horn-little-branch : beast-horn-02,tail-rice : beast-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-little-peas,ears-pogona,back-goldfish : aquatic-back-06,mouth-toothless-bite : reptile-mouth-02,horn-little-branch : beast-horn-02,tail-shiba : beast-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-sleepless,ears-curved-spine,back-green-thorns : reptile-back-06,mouth-toothless-bite : reptile-mouth-02,horn-candy-babylonia : aquatic-horn-02,tail-koi : aquatic-tail-02,,16.8725,19.85,29.775
,Normal,eyes-little-peas,ears-nimo,back-turnip : plant-back-02,mouth-peace-maker : bird-mouth-04,horn-teal-shell : aquatic-horn-04,tail-cottontail : beast-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-papi,ears-nut-cracker,back-blue-moon : aquatic-back-04,mouth-humorless : plant-mouth-02,horn-unko : reptile-horn-02,tail-sakura-cottontail : beast-tail-02,,42.4915,49.99,74.985
,Normal,eyes-mavis,ears-beetle-spike,back-bidens : plant-back-06,mouth-serious : plant-mouth-02,horn-bamboo-shoot : plant-horn-02,tail-iguana : reptile-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-tricky,ears-bubblemaker,back-turnip : plant-back-02,mouth-lam : aquatic-mouth-02,horn-antenna : bug-horn-04,tail-nimo : aquatic-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-tricky,ears-friezard,back-shiitake : plant-back-04,mouth-nut-cracker : beast-mouth-02,horn-unko : reptile-horn-02,tail-shiba : beast-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-lucas,ears-early-bird,back-starry-shell : bug-back-02,mouth-zigzag : plant-mouth-04,horn-little-branch : beast-horn-02,tail-cottontail : beast-tail-02,,16.8725,19.85,29.775
,Normal,eyes-sleepless,ears-nyan,back-buzz-buzz : bug-back-06,mouth-doubletalk : bird-mouth-02,horn-imp : beast-horn-04,tail-koi : aquatic-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-clear,ears-bubblemaker,back-tri-spikes : reptile-back-04,mouth-mosquito : bug-mouth-02,horn-bamboo-shoot : plant-horn-02,tail-snowy-swallow : bird-tail-02,,16.8725,19.85,29.775
,Normal,eyes-confused,ears-nut-cracker,back-hero : beast-back-04,mouth-doubletalk : bird-mouth-02,horn-unko : reptile-horn-02,tail-koi : aquatic-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-mavis,ears-nut-cracker,back-hero : beast-back-04,mouth-peace-maker : bird-mouth-04,horn-teal-shell : aquatic-horn-04,tail-shiba : beast-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-clear,ears-friezard,back-cupid : bird-back-04,mouth-mosquito : bug-mouth-02,horn-little-branch : beast-horn-02,tail-cottontail : beast-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-gecko,ears-nyan,back-jaguar : beast-back-06,mouth-lam : aquatic-mouth-02,horn-scaly-spear : reptile-horn-04,tail-kuro-koi : aquatic-tail-02,,16.8725,19.85,29.775
,Normal,eyes-sleepless,ears-clover,back-bidens : plant-back-06,mouth-goda : beast-mouth-04,horn-rose-bud : plant-horn-06,tail-sakura-cottontail : beast-tail-02,,16.8725,19.85,29.775
,Normal,eyes-confused,ears-leafy,back-hero : beast-back-04,mouth-nut-cracker : beast-mouth-02,horn-imp : beast-horn-04,tail-shiba : beast-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-little-peas,ears-innocent-lamb,back-ronin : beast-back-02,mouth-serious : plant-mouth-02,horn-imp : beast-horn-04,tail-rice : beast-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-neo,ears-clover,back-bidens : plant-back-06,mouth-goda : beast-mouth-04,horn-babylonia : aquatic-horn-02,tail-koi : aquatic-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-little-peas,ears-early-bird,back-turnip : plant-back-02,mouth-catfish : aquatic-mouth-04,horn-bamboo-shoot : plant-horn-02,tail-hatsune : plant-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-little-peas,ears-curved-spine,back-pink-turnip : plant-back-02,mouth-lam : aquatic-mouth-02,horn-bamboo-shoot : plant-horn-02,tail-tiny-dino : reptile-tail-06,,16.8725,19.85,29.775
,Fuzzy,eyes-neo,ears-beetle-spike,back-raven : bird-back-06,mouth-toothless-bite : reptile-mouth-02,horn-lagging : bug-horn-02,tail-twin-tail : bug-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-papi,ears-curved-spine,back-hero : beast-back-04,mouth-toothless-bite : reptile-mouth-02,horn-trump : bird-horn-06,tail-swallow : bird-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-bookworm,ears-tiny-fan,back-goldfish : aquatic-back-06,mouth-doubletalk : bird-mouth-02,horn-babylonia : aquatic-horn-02,tail-hatsune : plant-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-zeal,ears-innocent-lamb,back-snail-shell : bug-back-02,mouth-serious : plant-mouth-02,horn-cuckoo : bird-horn-04,tail-wall-gecko : reptile-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-lucas,ears-curved-spine,back-balloon : bird-back-02,mouth-doubletalk : bird-mouth-02,horn-babylonia : aquatic-horn-02,tail-cottontail : beast-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-confused,ears-curved-spine,back-hero : beast-back-04,mouth-lam : aquatic-mouth-02,horn-eggshell : bird-horn-02,tail-swallow : bird-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-crimson-gecko,ears-leafy,back-jaguar : beast-back-06,mouth-zigzag : plant-mouth-04,horn-little-branch : beast-horn-02,tail-rice : beast-tail-04,,16.8725,19.85,29.775
,Normal,eyes-sleepless,ears-owl,back-tri-spikes : reptile-back-04,mouth-mosquito : bug-mouth-02,horn-imp : beast-horn-04,tail-shiba : beast-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-lucas,ears-nimo,back-ronin : beast-back-02,mouth-skull-cracker : beast-mouth-02,horn-merry : beast-horn-06,tail-rice : beast-tail-04,,16.8725,19.85,29.775
,Normal,eyes-clear,ears-innocent-lamb,back-ronin : beast-back-02,mouth-kotaro : reptile-mouth-04,horn-imp : beast-horn-04,tail-tadpole : aquatic-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-confused,ears-curved-spine,back-pink-turnip : plant-back-02,mouth-goda : beast-mouth-04,horn-beech : plant-horn-04,tail-fish-snack : bug-tail-06,,16.8725,19.85,29.775
,Normal,eyes-confused,ears-early-bird,back-blue-moon : aquatic-back-04,mouth-catfish : aquatic-mouth-04,horn-clamshell : aquatic-horn-06,tail-the-last-one : bird-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-clear,ears-bubblemaker,back-bidens : plant-back-06,mouth-toothless-bite : reptile-mouth-02,horn-lagging : bug-horn-02,tail-iguana : reptile-tail-04,,1.4867,1.749,2.6235
,Fuzzy,eyes-sleepless,ears-nimo,back-green-thorns : reptile-back-06,mouth-lam : aquatic-mouth-02,horn-teal-shell : aquatic-horn-04,tail-fish-snack : bug-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-sleepless,ears-rosa,back-hermit : aquatic-back-02,mouth-zigzag : plant-mouth-04,horn-eggshell : bird-horn-02,tail-cattail : plant-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-dreamy-papi,ears-friezard,back-crystal-hermit : aquatic-back-02,mouth-serious : plant-mouth-02,horn-bamboo-shoot : plant-horn-02,tail-snowy-swallow : bird-tail-02,,1343,1580,2370
,Normal,eyes-little-peas,ears-nimo,back-shiitake : plant-back-04,mouth-pincer : bug-mouth-04,horn-bamboo-shoot : plant-horn-02,tail-ant : bug-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-papi,ears-nimo,back-jaguar : beast-back-06,mouth-nut-cracker : beast-mouth-02,horn-beech : plant-horn-04,tail-iguana : reptile-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-lucas,ears-ear-breathing,back-hermit : aquatic-back-02,mouth-serious : plant-mouth-02,horn-beech : plant-horn-04,tail-nimo : aquatic-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-lucas,ears-bubblemaker,back-hermit : aquatic-back-02,mouth-lam-handsome : aquatic-mouth-02,horn-beech : plant-horn-04,tail-wall-gecko : reptile-tail-02,,16.8725,19.85,29.775
,Normal,eyes-insomnia,ears-nut-cracker,back-ronin : beast-back-02,mouth-catfish : aquatic-mouth-04,horn-rose-bud : plant-horn-06,tail-carrot : plant-tail-02,,16.8725,19.85,29.775
,Normal,eyes-confused,ears-beetle-spike,back-turnip : plant-back-02,mouth-zigzag : plant-mouth-04,horn-eggshell : bird-horn-02,tail-shiba : beast-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-papi,ears-innocent-lamb,back-shiitake : plant-back-04,mouth-mosquito : bug-mouth-02,horn-rose-bud : plant-horn-06,tail-kuro-koi : aquatic-tail-02,,16.8725,19.85,29.775
,Normal,eyes-mavis,ears-rosa,back-crystal-hermit : aquatic-back-02,mouth-serious : plant-mouth-02,horn-beech : plant-horn-04,tail-iguana : reptile-tail-04,,16.8725,19.85,29.775
,Normal,eyes-sleepless,ears-friezard,back-ronin : beast-back-02,mouth-lam : aquatic-mouth-02,horn-merry : beast-horn-06,tail-nimo : aquatic-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-gecko,ears-rosa,back-snail-shell : bug-back-02,mouth-doubletalk : bird-mouth-02,horn-beech : plant-horn-04,tail-feather-fan : bird-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-papi,ears-pogona,back-hermit : aquatic-back-02,mouth-pincer : bug-mouth-04,horn-caterpillars : bug-horn-06,tail-hatsune : plant-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-crimson-gecko,ears-ear-breathing,back-hero : beast-back-04,mouth-lam : aquatic-mouth-02,horn-clamshell : aquatic-horn-06,tail-ant : bug-tail-02,,16.8725,19.85,29.775
,Normal,eyes-tricky,ears-owl,back-blue-moon : aquatic-back-04,mouth-goda : beast-mouth-04,horn-teal-shell : aquatic-horn-04,tail-koi : aquatic-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-sleepless,ears-nimo,back-cupid : bird-back-04,mouth-peace-maker : bird-mouth-04,horn-unko : reptile-horn-02,tail-cattail : plant-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-tricky,ears-nimo,back-blue-moon : aquatic-back-04,mouth-serious : plant-mouth-02,horn-babylonia : aquatic-horn-02,tail-cottontail : beast-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-calico-zeal,ears-owl,back-buzz-buzz : bug-back-06,mouth-nut-cracker : beast-mouth-02,horn-merry : beast-horn-06,tail-rice : beast-tail-04,,16.8725,19.85,29.775
,Normal,eyes-confused,ears-pogona,back-hermit : aquatic-back-02,mouth-doubletalk : bird-mouth-02,horn-teal-shell : aquatic-horn-04,tail-tadpole : aquatic-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-confused,ears-nut-cracker,back-jaguar : beast-back-06,mouth-nut-cracker : beast-mouth-02,horn-bamboo-shoot : plant-horn-02,tail-shiba : beast-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-neo,ears-beetle-spike,back-hero : beast-back-04,mouth-pincer : bug-mouth-04,horn-unko : reptile-horn-02,tail-shiba : beast-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-clear,ears-tiny-fan,back-crystal-hermit : aquatic-back-02,mouth-zigzag : plant-mouth-04,horn-babylonia : aquatic-horn-02,tail-shiba : beast-tail-06,,16.8725,19.85,29.775
,Normal,eyes-gecko,ears-tiny-fan,back-bidens : plant-back-06,mouth-pincer : bug-mouth-04,horn-clamshell : aquatic-horn-06,tail-tadpole : aquatic-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-bookworm,ears-bubblemaker,back-turnip : plant-back-02,mouth-zigzag : plant-mouth-04,horn-lagging : bug-horn-02,tail-koi : aquatic-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-mavis,ears-larva,back-jaguar : beast-back-06,mouth-catfish : aquatic-mouth-04,horn-teal-shell : aquatic-horn-04,tail-koi : aquatic-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-confused,ears-clover,back-turnip : plant-back-02,mouth-pincer : bug-mouth-04,horn-little-branch : beast-horn-02,tail-koi : aquatic-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-gecko,ears-leafy,back-ronin : beast-back-02,mouth-humorless : plant-mouth-02,horn-antenna : bug-horn-04,tail-koi : aquatic-tail-02,,16.8725,19.85,29.775
,Fuzzy,eyes-little-peas,ears-leafy,back-snail-shell : bug-back-02,mouth-serious : plant-mouth-02,horn-unko : reptile-horn-02,tail-shiba : beast-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-insomnia,ears-rosa,back-turnip : plant-back-02,mouth-nut-cracker : beast-mouth-02,horn-teal-shell : aquatic-horn-04,tail-hatsune : plant-tail-06,,16.8725,19.85,29.775
,Normal,eyes-lucas,ears-rosa,back-jaguar : beast-back-06,mouth-goda : beast-mouth-04,horn-imp : beast-horn-04,tail-fish-snack : bug-tail-06,,1.4867,1.749,2.6235
,Fuzzy,eyes-lucas,ears-beetle-spike,back-ronin : beast-back-02,mouth-doubletalk : bird-mouth-02,horn-merry : beast-horn-06,tail-koi : aquatic-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-mavis,ears-nyan,back-crystal-hermit : aquatic-back-02,mouth-nut-cracker : beast-mouth-02,horn-lagging : bug-horn-02,tail-cattail : plant-tail-04,,16.8725,19.85,29.775
,Normal,eyes-sleepless,ears-bubblemaker,back-garish-worm : bug-back-04,mouth-serious : plant-mouth-02,horn-bamboo-shoot : plant-horn-02,tail-tadpole : aquatic-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-sleepless,ears-tiny-fan,back-green-thorns : reptile-back-06,mouth-nut-cracker : beast-mouth-02,horn-imp : beast-horn-04,tail-carrot : plant-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-neo,ears-ear-breathing,back-jaguar : beast-back-06,mouth-serious : plant-mouth-02,horn-cerastes : reptile-horn-06,tail-rice : beast-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-neo,ears-clover,back-hero : beast-back-04,mouth-catfish : aquatic-mouth-04,horn-golden-bamboo-shoot : plant-horn-02,tail-swallow : bird-tail-02,,16.8725,19.85,29.775
,Fuzzy,eyes-little-peas,ears-nimo,back-hermit : aquatic-back-02,mouth-catfish : aquatic-mouth-04,horn-trump : bird-horn-06,tail-fish-snack : bug-tail-06,,1.4867,1.749,2.6235
,Fuzzy,eyes-confused,ears-larva,back-bidens : plant-back-06,mouth-zigzag : plant-mouth-04,horn-beech : plant-horn-04,tail-the-last-one : bird-tail-06,,1.4867,1.749,2.6235
,Fuzzy,eyes-mavis,ears-owl,back-goldfish : aquatic-back-06,mouth-zigzag : plant-mouth-04,horn-little-branch : beast-horn-02,tail-carrot : plant-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-little-peas,ears-early-bird,back-hero : beast-back-04,mouth-zigzag : plant-mouth-04,horn-beech : plant-horn-04,tail-carrot : plant-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-neo,ears-friezard,back-hermit : aquatic-back-02,mouth-pincer : bug-mouth-04,horn-teal-shell : aquatic-horn-04,tail-the-last-one : bird-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-neo,ears-curved-spine,back-jaguar : beast-back-06,mouth-goda : beast-mouth-04,horn-little-branch : beast-horn-02,tail-rice : beast-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-zeal,ears-friezard,back-crystal-hermit : aquatic-back-02,mouth-lam : aquatic-mouth-02,horn-rose-bud : plant-horn-06,tail-tadpole : aquatic-tail-06,,16.8725,19.85,29.775
,Normal,eyes-sleepless,ears-bubblemaker,back-hasagi : beast-back-02,mouth-toothless-bite : reptile-mouth-02,horn-scaly-spear : reptile-horn-04,tail-rice : beast-tail-04,,16.8725,19.85,29.775
,Normal,eyes-little-peas,ears-pink-cheek,back-balloon : bird-back-02,mouth-zigzag : plant-mouth-04,horn-unko : reptile-horn-02,tail-rice : beast-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-sleepless,ears-pogona,back-cupid : bird-back-04,mouth-serious : plant-mouth-02,horn-teal-shell : aquatic-horn-04,tail-cottontail : beast-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-zeal,ears-ear-breathing,back-jaguar : beast-back-06,mouth-nut-cracker : beast-mouth-02,horn-unko : reptile-horn-02,tail-carrot : plant-tail-02,,1.4867,1.749,2.6235
,Fuzzy,eyes-sleepless,ears-nut-cracker,back-bidens : plant-back-06,mouth-mr-doubletalk : bird-mouth-02,horn-clamshell : aquatic-horn-06,tail-nimo : aquatic-tail-04,,16.8725,19.85,29.775
,Normal,eyes-neo,ears-nut-cracker,back-raven : bird-back-06,mouth-lam : aquatic-mouth-02,horn-caterpillars : bug-horn-06,tail-cottontail : beast-tail-02,,1.4867,1.749,2.6235
,Fuzzy,eyes-tricky,ears-friezard,back-shiitake : plant-back-04,mouth-nut-cracker : beast-mouth-02,horn-scaly-spear : reptile-horn-04,tail-iguana : reptile-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-gecko,ears-curved-spine,back-turnip : plant-back-02,mouth-mosquito : bug-mouth-02,horn-winter-branch : beast-horn-02,tail-carrot : plant-tail-02,,16.8725,19.85,29.775
,Normal,eyes-gecko,ears-tiny-fan,back-rugged-sail : reptile-back-02,mouth-nut-cracker : beast-mouth-02,horn-lagging : bug-horn-02,tail-cottontail : beast-tail-02,,16.8725,19.85,29.775
,Normal,eyes-tricky,ears-pink-cheek,back-bone-sail : reptile-back-02,mouth-pincer : bug-mouth-04,horn-babylonia : aquatic-horn-02,tail-carrot : plant-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-zeal,ears-innocent-lamb,back-garish-worm : bug-back-04,mouth-doubletalk : bird-mouth-02,horn-pinku-unko : reptile-horn-02,tail-tadpole : aquatic-tail-06,,16.8725,19.85,29.775
,Normal,eyes-clear,ears-owl,back-goldfish : aquatic-back-06,mouth-peace-maker : bird-mouth-04,horn-golden-shell : bird-horn-02,tail-namek-carrot : plant-tail-02,,42.4915,49.99,74.985
,Normal,eyes-clear,ears-tiny-fan,back-ronin : beast-back-02,mouth-lam : aquatic-mouth-02,horn-cerastes : reptile-horn-06,tail-wall-gecko : reptile-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-papi,ears-nut-cracker,back-jaguar : beast-back-06,mouth-humorless : plant-mouth-02,horn-merry : beast-horn-06,tail-shiba : beast-tail-06,,16.8725,19.85,29.775
,Normal,eyes-sky-mavis,ears-larva,back-balloon : bird-back-02,mouth-kotaro : reptile-mouth-04,horn-clamshell : aquatic-horn-06,tail-koi : aquatic-tail-02,,16.8725,19.85,29.775
,Normal,eyes-gecko,ears-pogona,back-blue-moon : aquatic-back-04,mouth-nut-cracker : beast-mouth-02,horn-little-branch : beast-horn-02,tail-namek-carrot : plant-tail-02,,16.8725,19.85,29.775
,Fuzzy,eyes-bookworm,ears-nimo,back-turnip : plant-back-02,mouth-mosquito : bug-mouth-02,horn-clamshell : aquatic-horn-06,tail-fish-snack : bug-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-papi,ears-beetle-spike,back-jaguar : beast-back-06,mouth-zigzag : plant-mouth-04,horn-babylonia : aquatic-horn-02,tail-cattail : plant-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-confused,ears-bubblemaker,back-hermit : aquatic-back-02,mouth-toothless-bite : reptile-mouth-02,horn-merry : beast-horn-06,tail-tadpole : aquatic-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-bookworm,ears-ear-breathing,back-garish-worm : bug-back-04,mouth-mosquito : bug-mouth-02,horn-babylonia : aquatic-horn-02,tail-feather-fan : bird-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-clear,ears-early-bird,back-balloon : bird-back-02,mouth-catfish : aquatic-mouth-04,horn-little-branch : beast-horn-02,tail-hatsune : plant-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-clear,ears-vector,back-shiitake : plant-back-04,mouth-lam : aquatic-mouth-02,horn-pinku-unko : reptile-horn-02,tail-nimo : aquatic-tail-04,,42.4915,49.99,74.985
,Normal,eyes-gecko,ears-rosa,back-hero : beast-back-04,mouth-catfish : aquatic-mouth-04,horn-imp : beast-horn-04,tail-rice : beast-tail-04,,1.4867,1.749,2.6235
,Fuzzy,eyes-clear,ears-nut-cracker,back-buzz-buzz : bug-back-06,mouth-peace-maker : bird-mouth-04,horn-little-branch : beast-horn-02,tail-ant : bug-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-dreamy-papi,ears-nimo,back-blue-moon : aquatic-back-04,mouth-lam : aquatic-mouth-02,horn-pinku-unko : reptile-horn-02,tail-tadpole : aquatic-tail-06,,42.4915,49.99,74.985
,Normal,eyes-papi,ears-curved-spine,back-green-thorns : reptile-back-06,mouth-zigzag : plant-mouth-04,horn-candy-babylonia : aquatic-horn-02,tail-tadpole : aquatic-tail-06,,16.8725,19.85,29.775
,Normal,eyes-bookworm,ears-leafy,back-cupid : bird-back-04,mouth-toothless-bite : reptile-mouth-02,horn-cuckoo : bird-horn-04,tail-rice : beast-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-tricky,ears-pointy-nyan,back-bone-sail : reptile-back-02,mouth-goda : beast-mouth-04,horn-caterpillars : bug-horn-06,tail-shiba : beast-tail-06,,16.8725,19.85,29.775
,Normal,eyes-tricky,ears-nut-cracker,back-ronin : beast-back-02,mouth-kotaro : reptile-mouth-04,horn-lagging : bug-horn-02,tail-cattail : plant-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-papi,ears-larva,back-hermit : aquatic-back-02,mouth-nut-cracker : beast-mouth-02,horn-babylonia : aquatic-horn-02,tail-fish-snack : bug-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-papi,ears-innocent-lamb,back-ronin : beast-back-02,mouth-nut-cracker : beast-mouth-02,horn-clamshell : aquatic-horn-06,tail-nimo : aquatic-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-little-peas,ears-innocent-lamb,back-snail-shell : bug-back-02,mouth-skull-cracker : beast-mouth-02,horn-little-branch : beast-horn-02,tail-shiba : beast-tail-06,,16.8725,19.85,29.775
,Normal,eyes-lucas,ears-rosa,back-hero : beast-back-04,mouth-goda : beast-mouth-04,horn-lagging : bug-horn-02,tail-rice : beast-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-little-peas,ears-nyan,back-starry-shell : bug-back-02,mouth-kotaro : reptile-mouth-04,horn-merry : beast-horn-06,tail-swallow : bird-tail-02,,16.8725,19.85,29.775
,Fuzzy,eyes-sleepless,ears-leafy,back-rugged-sail : reptile-back-02,mouth-goda : beast-mouth-04,horn-bamboo-shoot : plant-horn-02,tail-hatsune : plant-tail-06,,16.8725,19.85,29.775
,Normal,eyes-mavis,ears-curved-spine,back-hermit : aquatic-back-02,mouth-goda : beast-mouth-04,horn-merry : beast-horn-06,tail-feather-fan : bird-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-mavis,ears-beetle-spike,back-garish-worm : bug-back-04,mouth-pincer : bug-mouth-04,horn-lagging : bug-horn-02,tail-tadpole : aquatic-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-neo,ears-pink-cheek,back-cupid : bird-back-04,mouth-serious : plant-mouth-02,horn-imp : beast-horn-04,tail-the-last-one : bird-tail-06,,1.4867,1.749,2.6235
,Normal,eyes-little-peas,ears-nimo,back-bone-sail : reptile-back-02,mouth-kotaro : reptile-mouth-04,horn-caterpillars : bug-horn-06,tail-twin-tail : bug-tail-04,,1.4867,1.749,2.6235
,Normal,eyes-papi,ears-curved-spine,back-turnip : plant-back-02,mouth-goda : beast-mouth-04,horn-beech : plant-horn-04,tail-wall-gecko : reptile-tail-02,,1.4867,1.749,2.6235
,Normal,eyes-confused,ears-nimo,back-starry-shell : bug-back-02,mouth-nut-cracker : beast-mouth-02,horn-beech : plant-horn-04,tail-hatsune : plant-tail-06,,16.8725,19.85,29.775
